# IAZAHLN,IAZAHLF,AT0(3),FCOR(3),FCOR1(far),FCOR2(near), fcor2_1,fcor2_2
#  2160   61  1.00  1.00  1.00    1.39   1.41   1.39   1.64  0.842   1.00  1.00
# Table for near sidelobes (IAZAHLN rows)
# AP1,AP2,AT1,AT2 cell edges (phi_low, phi_high, radius_low, radius_high)
# also used to calculate solid angle
# Factor (only one column is used!): "Gain"
# AP1,AP2,AT1,AT2,AG //  IAZAHLN CARDS  FOR NEAR SIDELOBE REGION
 310.00 315.00   2.00   2.12    0.1054863210E+01    0.1054863210E+01
 315.00 320.00   2.00   2.12    0.1064117070E+01    0.1064117070E+01
 320.00 325.00   2.00   2.12    0.1342153910E+01    0.1342153910E+01
 325.00 330.00   2.00   2.12    0.1190592290E+01    0.1190592290E+01
 330.00 335.00   2.00   2.12    0.1887012720E+01    0.1887012720E+01
 335.00 340.00   2.00   2.12    0.1347509860E+01    0.1347509860E+01
 340.00 345.00   2.00   2.12    0.5982979770E+01    0.5982979770E+01
 345.00 350.00   2.00   2.12    0.2790842290E+01    0.2790842290E+01
 350.00 355.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 355.00 360.00   2.00   2.12    0.7086892700E+02    0.7086892700E+02
   0.00   5.00   2.12   2.25    0.6276952360E+02    0.6276952360E+02
   5.00  10.00   2.12   2.25    0.4791668890E+01    0.4791668890E+01
  10.00  15.00   2.12   2.25    0.2893124100E+01    0.2893124100E+01
  15.00  20.00   2.12   2.25    0.6491196630E+01    0.6491196630E+01
  20.00  25.00   2.12   2.25    0.1774625540E+01    0.1774625540E+01
  25.00  30.00   2.12   2.25    0.2010645630E+01    0.2010645630E+01
  30.00  35.00   2.12   2.25    0.1234539150E+01    0.1234539150E+01
  35.00  40.00   2.12   2.25    0.1463557120E+01    0.1463557120E+01
  40.00  45.00   2.12   2.25    0.1093522310E+01    0.1093522310E+01
  45.00  50.00   2.12   2.25    0.1072644000E+01    0.1072644000E+01
  50.00  55.00   2.12   2.25    0.1463557240E+01    0.1463557240E+01
  55.00  60.00   2.12   2.25    0.1234539390E+01    0.1234539390E+01
  60.00  65.00   2.12   2.25    0.2010646100E+01    0.2010646100E+01
  65.00  70.00   2.12   2.25    0.1774625660E+01    0.1774625660E+01
  70.00  75.00   2.12   2.25    0.6491196630E+01    0.6491196630E+01
  75.00  80.00   2.12   2.25    0.2893124100E+01    0.2893124100E+01
  80.00  85.00   2.12   2.25    0.4791668890E+01    0.4791668890E+01
  85.00  90.00   2.12   2.25    0.5736875920E+02    0.5736875920E+02
  90.00  95.00   2.12   2.25    0.6276952360E+02    0.6276952360E+02
  95.00 100.00   2.12   2.25    0.4791669370E+01    0.4791669370E+01
 100.00 105.00   2.12   2.25    0.2893124100E+01    0.2893124100E+01
 105.00 110.00   2.12   2.25    0.6491196160E+01    0.6491196160E+01
 110.00 115.00   2.12   2.25    0.1774625780E+01    0.1774625780E+01
 115.00 120.00   2.12   2.25    0.2010646100E+01    0.2010646100E+01
 120.00 125.00   2.12   2.25    0.1234539390E+01    0.1234539390E+01
 125.00 130.00   2.12   2.25    0.1463557240E+01    0.1463557240E+01
 130.00 135.00   2.12   2.25    0.1093522550E+01    0.1093522550E+01
 135.00 140.00   2.12   2.25    0.1072644000E+01    0.1072644000E+01
 140.00 145.00   2.12   2.25    0.1463557000E+01    0.1463557000E+01
 145.00 150.00   2.12   2.25    0.1234539030E+01    0.1234539030E+01
 150.00 155.00   2.12   2.25    0.2010645390E+01    0.2010645390E+01
 155.00 160.00   2.12   2.25    0.1774625300E+01    0.1774625300E+01
 160.00 165.00   2.12   2.25    0.6491196630E+01    0.6491196630E+01
 165.00 170.00   2.12   2.25    0.2893123870E+01    0.2893123870E+01
 170.00 175.00   2.12   2.25    0.4791668890E+01    0.4791668890E+01
 175.00 180.00   2.12   2.25    0.5736875530E+02    0.5736875530E+02
 180.00 185.00   2.12   2.25    0.6276951980E+02    0.6276951980E+02
 185.00 190.00   2.12   2.25    0.4791669370E+01    0.4791669370E+01
 190.00 195.00   2.12   2.25    0.2893123870E+01    0.2893123870E+01
 195.00 200.00   2.12   2.25    0.6491195680E+01    0.6491195680E+01
 200.00 205.00   2.12   2.25    0.1774625180E+01    0.1774625180E+01
 205.00 210.00   2.12   2.25    0.2010645630E+01    0.2010645630E+01
 210.00 215.00   2.12   2.25    0.1234539150E+01    0.1234539150E+01
 215.00 220.00   2.12   2.25    0.1463557120E+01    0.1463557120E+01
 220.00 225.00   2.12   2.25    0.1072644000E+01    0.1072644000E+01
 225.00 230.00   2.12   2.25    0.1093522550E+01    0.1093522550E+01
 230.00 235.00   2.12   2.25    0.1463557240E+01    0.1463557240E+01
 235.00 240.00   2.12   2.25    0.1234539270E+01    0.1234539270E+01
 240.00 245.00   2.12   2.25    0.2010645870E+01    0.2010645870E+01
 245.00 250.00   2.12   2.25    0.1774625540E+01    0.1774625540E+01
 250.00 255.00   2.12   2.25    0.6491196160E+01    0.6491196160E+01
 255.00 260.00   2.12   2.25    0.2893124100E+01    0.2893124100E+01
 260.00 265.00   2.12   2.25    0.4791668890E+01    0.4791668890E+01
 265.00 270.00   2.12   2.25    0.6276952360E+02    0.6276952360E+02
 270.00 275.00   2.12   2.25    0.5736875530E+02    0.5736875530E+02
 275.00 280.00   2.12   2.25    0.4791668890E+01    0.4791668890E+01
 280.00 285.00   2.12   2.25    0.2893123870E+01    0.2893123870E+01
 285.00 290.00   2.12   2.25    0.6491196630E+01    0.6491196630E+01
 290.00 295.00   2.12   2.25    0.1774625540E+01    0.1774625540E+01
 295.00 300.00   2.12   2.25    0.2010645870E+01    0.2010645870E+01
 300.00 305.00   2.12   2.25    0.1234539270E+01    0.1234539270E+01
 305.00 310.00   2.12   2.25    0.1463557240E+01    0.1463557240E+01
 310.00 315.00   2.12   2.25    0.1072644000E+01    0.1072644000E+01
 315.00 320.00   2.12   2.25    0.1093522430E+01    0.1093522430E+01
 320.00 325.00   2.12   2.25    0.1463557240E+01    0.1463557240E+01
 325.00 330.00   2.12   2.25    0.1234539270E+01    0.1234539270E+01
 330.00 335.00   2.12   2.25    0.2010645630E+01    0.2010645630E+01
 335.00 340.00   2.12   2.25    0.1774625420E+01    0.1774625420E+01
 340.00 345.00   2.12   2.25    0.6491196160E+01    0.6491196160E+01
 345.00 350.00   2.12   2.25    0.2893124100E+01    0.2893124100E+01
 350.00 355.00   2.12   2.25    0.4791669370E+01    0.4791669370E+01
 355.00 360.00   2.12   2.25    0.5736875530E+02    0.5736875530E+02
   0.00   5.00   2.25   2.38    0.5390246960E+02    0.5390246960E+02
   5.00  10.00   2.25   2.38    0.5345762730E+01    0.5345762730E+01
  10.00  15.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
  15.00  20.00   2.25   2.38    0.5986414430E+01    0.5986414430E+01
  20.00  25.00   2.25   2.38    0.2372934580E+01    0.2372934580E+01
  25.00  30.00   2.25   2.38    0.1919994240E+01    0.1919994240E+01
  30.00  35.00   2.25   2.38    0.1276738760E+01    0.1276738760E+01
  35.00  40.00   2.25   2.38    0.1156526800E+01    0.1156526800E+01
  40.00  45.00   2.25   2.38    0.9143319130E+00    0.9143319130E+00
  45.00  50.00   2.25   2.38    0.9199201460E+00    0.9199201460E+00
  50.00  55.00   2.25   2.38    0.1156526800E+01    0.1156526800E+01
  55.00  60.00   2.25   2.38    0.1276738640E+01    0.1276738640E+01
  60.00  65.00   2.25   2.38    0.1919994350E+01    0.1919994350E+01
  65.00  70.00   2.25   2.38    0.2372934820E+01    0.2372934820E+01
  70.00  75.00   2.25   2.38    0.5986414430E+01    0.5986414430E+01
  75.00  80.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
  80.00  85.00   2.25   2.38    0.5345762250E+01    0.5345762250E+01
  85.00  90.00   2.25   2.38    0.4920191570E+02    0.4920191570E+02
  90.00  95.00   2.25   2.38    0.5390246960E+02    0.5390246960E+02
  95.00 100.00   2.25   2.38    0.5345762730E+01    0.5345762730E+01
 100.00 105.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
 105.00 110.00   2.25   2.38    0.5986413960E+01    0.5986413960E+01
 110.00 115.00   2.25   2.38    0.2372934820E+01    0.2372934820E+01
 115.00 120.00   2.25   2.38    0.1919994350E+01    0.1919994350E+01
 120.00 125.00   2.25   2.38    0.1276738640E+01    0.1276738640E+01
 125.00 130.00   2.25   2.38    0.1156526920E+01    0.1156526920E+01
 130.00 135.00   2.25   2.38    0.9143318530E+00    0.9143318530E+00
 135.00 140.00   2.25   2.38    0.9199202060E+00    0.9199202060E+00
 140.00 145.00   2.25   2.38    0.1156526680E+01    0.1156526680E+01
 145.00 150.00   2.25   2.38    0.1276738520E+01    0.1276738520E+01
 150.00 155.00   2.25   2.38    0.1919994000E+01    0.1919994000E+01
 155.00 160.00   2.25   2.38    0.2372934580E+01    0.2372934580E+01
 160.00 165.00   2.25   2.38    0.5986414430E+01    0.5986414430E+01
 165.00 170.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
 170.00 175.00   2.25   2.38    0.5345762730E+01    0.5345762730E+01
 175.00 180.00   2.25   2.38    0.4920191570E+02    0.4920191570E+02
 180.00 185.00   2.25   2.38    0.5390247340E+02    0.5390247340E+02
 185.00 190.00   2.25   2.38    0.5345763210E+01    0.5345763210E+01
 190.00 195.00   2.25   2.38    0.3239196540E+01    0.3239196540E+01
 195.00 200.00   2.25   2.38    0.5986413960E+01    0.5986413960E+01
 200.00 205.00   2.25   2.38    0.2372934580E+01    0.2372934580E+01
 205.00 210.00   2.25   2.38    0.1919994120E+01    0.1919994120E+01
 210.00 215.00   2.25   2.38    0.1276738640E+01    0.1276738640E+01
 215.00 220.00   2.25   2.38    0.1156526800E+01    0.1156526800E+01
 220.00 225.00   2.25   2.38    0.9199202060E+00    0.9199202060E+00
 225.00 230.00   2.25   2.38    0.9143319130E+00    0.9143319130E+00
 230.00 235.00   2.25   2.38    0.1156526800E+01    0.1156526800E+01
 235.00 240.00   2.25   2.38    0.1276738520E+01    0.1276738520E+01
 240.00 245.00   2.25   2.38    0.1919994240E+01    0.1919994240E+01
 245.00 250.00   2.25   2.38    0.2372934820E+01    0.2372934820E+01
 250.00 255.00   2.25   2.38    0.5986413960E+01    0.5986413960E+01
 255.00 260.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
 260.00 265.00   2.25   2.38    0.5345763210E+01    0.5345763210E+01
 265.00 270.00   2.25   2.38    0.5390246960E+02    0.5390246960E+02
 270.00 275.00   2.25   2.38    0.4920191570E+02    0.4920191570E+02
 275.00 280.00   2.25   2.38    0.5345762250E+01    0.5345762250E+01
 280.00 285.00   2.25   2.38    0.3239196780E+01    0.3239196780E+01
 285.00 290.00   2.25   2.38    0.5986414430E+01    0.5986414430E+01
 290.00 295.00   2.25   2.38    0.2372934580E+01    0.2372934580E+01
 295.00 300.00   2.25   2.38    0.1919994240E+01    0.1919994240E+01
 300.00 305.00   2.25   2.38    0.1276738520E+01    0.1276738520E+01
 305.00 310.00   2.25   2.38    0.1156526680E+01    0.1156526680E+01
 310.00 315.00   2.25   2.38    0.9199201460E+00    0.9199201460E+00
 315.00 320.00   2.25   2.38    0.9143319130E+00    0.9143319130E+00
 320.00 325.00   2.25   2.38    0.1156526920E+01    0.1156526920E+01
 325.00 330.00   2.25   2.38    0.1276738880E+01    0.1276738880E+01
 330.00 335.00   2.25   2.38    0.1919994240E+01    0.1919994240E+01
 335.00 340.00   2.25   2.38    0.2372934580E+01    0.2372934580E+01
 340.00 345.00   2.25   2.38    0.5986413960E+01    0.5986413960E+01
 345.00 350.00   2.25   2.38    0.3239196540E+01    0.3239196540E+01
 350.00 355.00   2.25   2.38    0.5345762730E+01    0.5345762730E+01
 355.00 360.00   2.25   2.38    0.4920191190E+02    0.4920191190E+02
   0.00   5.00   2.38   2.50    0.3972696690E+02    0.3972696690E+02
   5.00  10.00   2.38   2.50    0.5650482650E+01    0.5650482650E+01
  10.00  15.00   2.38   2.50    0.3291281700E+01    0.3291281700E+01
  15.00  20.00   2.38   2.50    0.4495289330E+01    0.4495289330E+01
  20.00  25.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
  25.00  30.00   2.38   2.50    0.1271979090E+01    0.1271979090E+01
  30.00  35.00   2.38   2.50    0.1052786110E+01    0.1052786110E+01
  35.00  40.00   2.38   2.50    0.5760762690E+00    0.5760762690E+00
  40.00  45.00   2.38   2.50    0.4837075170E+00    0.4837075170E+00
  45.00  50.00   2.38   2.50    0.4879016580E+00    0.4879016580E+00
  50.00  55.00   2.38   2.50    0.5760762100E+00    0.5760762100E+00
  55.00  60.00   2.38   2.50    0.1052785990E+01    0.1052785990E+01
  60.00  65.00   2.38   2.50    0.1271979210E+01    0.1271979210E+01
  65.00  70.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
  70.00  75.00   2.38   2.50    0.4495289330E+01    0.4495289330E+01
  75.00  80.00   2.38   2.50    0.3291281700E+01    0.3291281700E+01
  80.00  85.00   2.38   2.50    0.5650482650E+01    0.5650482650E+01
  85.00  90.00   2.38   2.50    0.3587738800E+02    0.3587738800E+02
  90.00  95.00   2.38   2.50    0.3972696690E+02    0.3972696690E+02
  95.00 100.00   2.38   2.50    0.5650483130E+01    0.5650483130E+01
 100.00 105.00   2.38   2.50    0.3291281460E+01    0.3291281460E+01
 105.00 110.00   2.38   2.50    0.4495288850E+01    0.4495288850E+01
 110.00 115.00   2.38   2.50    0.2067073820E+01    0.2067073820E+01
 115.00 120.00   2.38   2.50    0.1271979210E+01    0.1271979210E+01
 120.00 125.00   2.38   2.50    0.1052785990E+01    0.1052785990E+01
 125.00 130.00   2.38   2.50    0.5760762690E+00    0.5760762690E+00
 130.00 135.00   2.38   2.50    0.4837075770E+00    0.4837075770E+00
 135.00 140.00   2.38   2.50    0.4879015980E+00    0.4879015980E+00
 140.00 145.00   2.38   2.50    0.5760761500E+00    0.5760761500E+00
 145.00 150.00   2.38   2.50    0.1052785990E+01    0.1052785990E+01
 150.00 155.00   2.38   2.50    0.1271979090E+01    0.1271979090E+01
 155.00 160.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
 160.00 165.00   2.38   2.50    0.4495289800E+01    0.4495289800E+01
 165.00 170.00   2.38   2.50    0.3291281940E+01    0.3291281940E+01
 170.00 175.00   2.38   2.50    0.5650482650E+01    0.5650482650E+01
 175.00 180.00   2.38   2.50    0.3587738420E+02    0.3587738420E+02
 180.00 185.00   2.38   2.50    0.3972697070E+02    0.3972697070E+02
 185.00 190.00   2.38   2.50    0.5650483130E+01    0.5650483130E+01
 190.00 195.00   2.38   2.50    0.3291281460E+01    0.3291281460E+01
 195.00 200.00   2.38   2.50    0.4495289330E+01    0.4495289330E+01
 200.00 205.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
 205.00 210.00   2.38   2.50    0.1271979090E+01    0.1271979090E+01
 210.00 215.00   2.38   2.50    0.1052786110E+01    0.1052786110E+01
 215.00 220.00   2.38   2.50    0.5760761500E+00    0.5760761500E+00
 220.00 225.00   2.38   2.50    0.4879016280E+00    0.4879016280E+00
 225.00 230.00   2.38   2.50    0.4837075170E+00    0.4837075170E+00
 230.00 235.00   2.38   2.50    0.5760761500E+00    0.5760761500E+00
 235.00 240.00   2.38   2.50    0.1052785870E+01    0.1052785870E+01
 240.00 245.00   2.38   2.50    0.1271979090E+01    0.1271979090E+01
 245.00 250.00   2.38   2.50    0.2067073820E+01    0.2067073820E+01
 250.00 255.00   2.38   2.50    0.4495288850E+01    0.4495288850E+01
 255.00 260.00   2.38   2.50    0.3291281700E+01    0.3291281700E+01
 260.00 265.00   2.38   2.50    0.5650482650E+01    0.5650482650E+01
 265.00 270.00   2.38   2.50    0.3972696690E+02    0.3972696690E+02
 270.00 275.00   2.38   2.50    0.3587738420E+02    0.3587738420E+02
 275.00 280.00   2.38   2.50    0.5650482180E+01    0.5650482180E+01
 280.00 285.00   2.38   2.50    0.3291281700E+01    0.3291281700E+01
 285.00 290.00   2.38   2.50    0.4495289800E+01    0.4495289800E+01
 290.00 295.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
 295.00 300.00   2.38   2.50    0.1271979210E+01    0.1271979210E+01
 300.00 305.00   2.38   2.50    0.1052785990E+01    0.1052785990E+01
 305.00 310.00   2.38   2.50    0.5760761500E+00    0.5760761500E+00
 310.00 315.00   2.38   2.50    0.4879015980E+00    0.4879015980E+00
 315.00 320.00   2.38   2.50    0.4837075470E+00    0.4837075470E+00
 320.00 325.00   2.38   2.50    0.5760763290E+00    0.5760763290E+00
 325.00 330.00   2.38   2.50    0.1052786230E+01    0.1052786230E+01
 330.00 335.00   2.38   2.50    0.1271979210E+01    0.1271979210E+01
 335.00 340.00   2.38   2.50    0.2067073580E+01    0.2067073580E+01
 340.00 345.00   2.38   2.50    0.4495288850E+01    0.4495288850E+01
 345.00 350.00   2.38   2.50    0.3291281460E+01    0.3291281460E+01
 350.00 355.00   2.38   2.50    0.5650483130E+01    0.5650483130E+01
 355.00 360.00   2.38   2.50    0.3587738040E+02    0.3587738040E+02
   0.00   5.00   2.50   2.62    0.3186861800E+02    0.3186861800E+02
   5.00  10.00   2.50   2.62    0.6031033040E+01    0.6031033040E+01
  10.00  15.00   2.50   2.62    0.4086173530E+01    0.4086173530E+01
  15.00  20.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
  20.00  25.00   2.50   2.62    0.2553229090E+01    0.2553229090E+01
  25.00  30.00   2.50   2.62    0.1169820310E+01    0.1169820310E+01
  30.00  35.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
  35.00  40.00   2.50   2.62    0.5254811050E+00    0.5254811050E+00
  40.00  45.00   2.50   2.62    0.3943673670E+00    0.3943673670E+00
  45.00  50.00   2.50   2.62    0.3933742340E+00    0.3933742340E+00
  50.00  55.00   2.50   2.62    0.5254811640E+00    0.5254811640E+00
  55.00  60.00   2.50   2.62    0.1034922120E+01    0.1034922120E+01
  60.00  65.00   2.50   2.62    0.1169820310E+01    0.1169820310E+01
  65.00  70.00   2.50   2.62    0.2553228860E+01    0.2553228860E+01
  70.00  75.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
  75.00  80.00   2.50   2.62    0.4086173530E+01    0.4086173530E+01
  80.00  85.00   2.50   2.62    0.6031033040E+01    0.6031033040E+01
  85.00  90.00   2.50   2.62    0.2852829360E+02    0.2852829360E+02
  90.00  95.00   2.50   2.62    0.3186861610E+02    0.3186861610E+02
  95.00 100.00   2.50   2.62    0.6031033520E+01    0.6031033520E+01
 100.00 105.00   2.50   2.62    0.4086173060E+01    0.4086173060E+01
 105.00 110.00   2.50   2.62    0.4150197030E+01    0.4150197030E+01
 110.00 115.00   2.50   2.62    0.2553229090E+01    0.2553229090E+01
 115.00 120.00   2.50   2.62    0.1169820310E+01    0.1169820310E+01
 120.00 125.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
 125.00 130.00   2.50   2.62    0.5254811050E+00    0.5254811050E+00
 130.00 135.00   2.50   2.62    0.3943673670E+00    0.3943673670E+00
 135.00 140.00   2.50   2.62    0.3933741450E+00    0.3933741450E+00
 140.00 145.00   2.50   2.62    0.5254810450E+00    0.5254810450E+00
 145.00 150.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
 150.00 155.00   2.50   2.62    0.1169820430E+01    0.1169820430E+01
 155.00 160.00   2.50   2.62    0.2553229090E+01    0.2553229090E+01
 160.00 165.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
 165.00 170.00   2.50   2.62    0.4086173530E+01    0.4086173530E+01
 170.00 175.00   2.50   2.62    0.6031033520E+01    0.6031033520E+01
 175.00 180.00   2.50   2.62    0.2852829360E+02    0.2852829360E+02
 180.00 185.00   2.50   2.62    0.3186862370E+02    0.3186862370E+02
 185.00 190.00   2.50   2.62    0.6031033990E+01    0.6031033990E+01
 190.00 195.00   2.50   2.62    0.4086173530E+01    0.4086173530E+01
 195.00 200.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
 200.00 205.00   2.50   2.62    0.2553229330E+01    0.2553229330E+01
 205.00 210.00   2.50   2.62    0.1169820430E+01    0.1169820430E+01
 210.00 215.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
 215.00 220.00   2.50   2.62    0.5254811050E+00    0.5254811050E+00
 220.00 225.00   2.50   2.62    0.3933741150E+00    0.3933741150E+00
 225.00 230.00   2.50   2.62    0.3943673070E+00    0.3943673070E+00
 230.00 235.00   2.50   2.62    0.5254810450E+00    0.5254810450E+00
 235.00 240.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
 240.00 245.00   2.50   2.62    0.1169820310E+01    0.1169820310E+01
 245.00 250.00   2.50   2.62    0.2553229330E+01    0.2553229330E+01
 250.00 255.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
 255.00 260.00   2.50   2.62    0.4086173060E+01    0.4086173060E+01
 260.00 265.00   2.50   2.62    0.6031033520E+01    0.6031033520E+01
 265.00 270.00   2.50   2.62    0.3186861990E+02    0.3186861990E+02
 270.00 275.00   2.50   2.62    0.2852829740E+02    0.2852829740E+02
 275.00 280.00   2.50   2.62    0.6031033040E+01    0.6031033040E+01
 280.00 285.00   2.50   2.62    0.4086173530E+01    0.4086173530E+01
 285.00 290.00   2.50   2.62    0.4150197510E+01    0.4150197510E+01
 290.00 295.00   2.50   2.62    0.2553229090E+01    0.2553229090E+01
 295.00 300.00   2.50   2.62    0.1169820430E+01    0.1169820430E+01
 300.00 305.00   2.50   2.62    0.1034922120E+01    0.1034922120E+01
 305.00 310.00   2.50   2.62    0.5254810450E+00    0.5254810450E+00
 310.00 315.00   2.50   2.62    0.3933741750E+00    0.3933741750E+00
 315.00 320.00   2.50   2.62    0.3943673670E+00    0.3943673670E+00
 320.00 325.00   2.50   2.62    0.5254811640E+00    0.5254811640E+00
 325.00 330.00   2.50   2.62    0.1034922240E+01    0.1034922240E+01
 330.00 335.00   2.50   2.62    0.1169820430E+01    0.1169820430E+01
 335.00 340.00   2.50   2.62    0.2553229330E+01    0.2553229330E+01
 340.00 345.00   2.50   2.62    0.4150197030E+01    0.4150197030E+01
 345.00 350.00   2.50   2.62    0.4086173060E+01    0.4086173060E+01
 350.00 355.00   2.50   2.62    0.6031033520E+01    0.6031033520E+01
 355.00 360.00   2.50   2.62    0.2852828980E+02    0.2852828980E+02
   0.00   5.00   2.62   2.75    0.2753899770E+02    0.2753899770E+02
   5.00  10.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
  10.00  15.00   2.62   2.75    0.4105762000E+01    0.4105762000E+01
  15.00  20.00   2.62   2.75    0.2738906380E+01    0.2738906380E+01
  20.00  25.00   2.62   2.75    0.2264999870E+01    0.2264999870E+01
  25.00  30.00   2.62   2.75    0.8546987180E+00    0.8546987180E+00
  30.00  35.00   2.62   2.75    0.5829526780E+00    0.5829526780E+00
  35.00  40.00   2.62   2.75    0.2218026220E+00    0.2218026220E+00
  40.00  45.00   2.62   2.75    0.1188521980E+00    0.1188521980E+00
  45.00  50.00   2.62   2.75    0.1167085840E+00    0.1167085840E+00
  50.00  55.00   2.62   2.75    0.2218026370E+00    0.2218026370E+00
  55.00  60.00   2.62   2.75    0.5829526190E+00    0.5829526190E+00
  60.00  65.00   2.62   2.75    0.8546987180E+00    0.8546987180E+00
  65.00  70.00   2.62   2.75    0.2264999870E+01    0.2264999870E+01
  70.00  75.00   2.62   2.75    0.2738905910E+01    0.2738905910E+01
  75.00  80.00   2.62   2.75    0.4105761530E+01    0.4105761530E+01
  80.00  85.00   2.62   2.75    0.5483988760E+01    0.5483988760E+01
  85.00  90.00   2.62   2.75    0.2462719350E+02    0.2462719350E+02
  90.00  95.00   2.62   2.75    0.2753899570E+02    0.2753899570E+02
  95.00 100.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
 100.00 105.00   2.62   2.75    0.4105761050E+01    0.4105761050E+01
 105.00 110.00   2.62   2.75    0.2738905670E+01    0.2738905670E+01
 110.00 115.00   2.62   2.75    0.2265000100E+01    0.2265000100E+01
 115.00 120.00   2.62   2.75    0.8546987770E+00    0.8546987770E+00
 120.00 125.00   2.62   2.75    0.5829526190E+00    0.5829526190E+00
 125.00 130.00   2.62   2.75    0.2218026220E+00    0.2218026220E+00
 130.00 135.00   2.62   2.75    0.1188521760E+00    0.1188521760E+00
 135.00 140.00   2.62   2.75    0.1167085390E+00    0.1167085390E+00
 140.00 145.00   2.62   2.75    0.2218025920E+00    0.2218025920E+00
 145.00 150.00   2.62   2.75    0.5829526780E+00    0.5829526780E+00
 150.00 155.00   2.62   2.75    0.8546988370E+00    0.8546988370E+00
 155.00 160.00   2.62   2.75    0.2265000100E+01    0.2265000100E+01
 160.00 165.00   2.62   2.75    0.2738906380E+01    0.2738906380E+01
 165.00 170.00   2.62   2.75    0.4105762480E+01    0.4105762480E+01
 170.00 175.00   2.62   2.75    0.5483988760E+01    0.5483988760E+01
 175.00 180.00   2.62   2.75    0.2462720110E+02    0.2462720110E+02
 180.00 185.00   2.62   2.75    0.2753900340E+02    0.2753900340E+02
 185.00 190.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
 190.00 195.00   2.62   2.75    0.4105762000E+01    0.4105762000E+01
 195.00 200.00   2.62   2.75    0.2738906150E+01    0.2738906150E+01
 200.00 205.00   2.62   2.75    0.2265000100E+01    0.2265000100E+01
 205.00 210.00   2.62   2.75    0.8546989560E+00    0.8546989560E+00
 210.00 215.00   2.62   2.75    0.5829526780E+00    0.5829526780E+00
 215.00 220.00   2.62   2.75    0.2218026070E+00    0.2218026070E+00
 220.00 225.00   2.62   2.75    0.1167085250E+00    0.1167085250E+00
 225.00 230.00   2.62   2.75    0.1188521310E+00    0.1188521310E+00
 230.00 235.00   2.62   2.75    0.2218026070E+00    0.2218026070E+00
 235.00 240.00   2.62   2.75    0.5829526780E+00    0.5829526780E+00
 240.00 245.00   2.62   2.75    0.8546988370E+00    0.8546988370E+00
 245.00 250.00   2.62   2.75    0.2265000100E+01    0.2265000100E+01
 250.00 255.00   2.62   2.75    0.2738905910E+01    0.2738905910E+01
 255.00 260.00   2.62   2.75    0.4105761530E+01    0.4105761530E+01
 260.00 265.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
 265.00 270.00   2.62   2.75    0.2753900340E+02    0.2753900340E+02
 270.00 275.00   2.62   2.75    0.2462720110E+02    0.2462720110E+02
 275.00 280.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
 280.00 285.00   2.62   2.75    0.4105762000E+01    0.4105762000E+01
 285.00 290.00   2.62   2.75    0.2738906150E+01    0.2738906150E+01
 290.00 295.00   2.62   2.75    0.2265000100E+01    0.2265000100E+01
 295.00 300.00   2.62   2.75    0.8546987770E+00    0.8546987770E+00
 300.00 305.00   2.62   2.75    0.5829526190E+00    0.5829526190E+00
 305.00 310.00   2.62   2.75    0.2218026370E+00    0.2218026370E+00
 310.00 315.00   2.62   2.75    0.1167085470E+00    0.1167085470E+00
 315.00 320.00   2.62   2.75    0.1188521830E+00    0.1188521830E+00
 320.00 325.00   2.62   2.75    0.2218026370E+00    0.2218026370E+00
 325.00 330.00   2.62   2.75    0.5829526780E+00    0.5829526780E+00
 330.00 335.00   2.62   2.75    0.8546987770E+00    0.8546987770E+00
 335.00 340.00   2.62   2.75    0.2264999870E+01    0.2264999870E+01
 340.00 345.00   2.62   2.75    0.2738906150E+01    0.2738906150E+01
 345.00 350.00   2.62   2.75    0.4105761530E+01    0.4105761530E+01
 350.00 355.00   2.62   2.75    0.5483989240E+01    0.5483989240E+01
 355.00 360.00   2.62   2.75    0.2462719540E+02    0.2462719540E+02
   0.00   5.00   2.75   2.88    0.2194852640E+02    0.2194852640E+02
