# IAZAHLN,IAZAHLF,AT0(3),FCOR(3),FCOR1(far),FCOR2(near), fcor2_1,fcor2_2
#  2160   61  1.00  1.00  1.00    1.39   1.41   1.39   1.64  0.842   1.00  1.00
# Table for near sidelobes (IAZAHLN rows)
# AP1,AP2,AT1,AT2 cell edges (phi_low, phi_high, radius_low, radius_high)
# also used to calculate solid angle
# Factor (only one column is used!): "Gain"
# AP1,AP2,AT1,AT2,AG //  IAZAHLN CARDS  FOR NEAR SIDELOBE REGION
 200.00 205.00   0.75   0.88    0.9753554340E+01    0.9753554340E+01
 205.00 210.00   0.75   0.88    0.5793205740E+01    0.5793205740E+01
 210.00 215.00   0.75   0.88    0.8527570960E+00    0.8527570960E+00
 215.00 220.00   0.75   0.88    0.1755712030E+00    0.1755712030E+00
 220.00 225.00   0.75   0.88    0.9062477950E-01    0.9062477950E-01
 225.00 230.00   0.75   0.88    0.8782462780E-01    0.8782462780E-01
 230.00 235.00   0.75   0.88    0.1755712030E+00    0.1755712030E+00
 235.00 240.00   0.75   0.88    0.8527570960E+00    0.8527570960E+00
 240.00 245.00   0.75   0.88    0.5793205740E+01    0.5793205740E+01
 245.00 250.00   0.75   0.88    0.9753555300E+01    0.9753555300E+01
 250.00 255.00   0.75   0.88    0.5834170820E+01    0.5834170820E+01
 255.00 260.00   0.75   0.88    0.2334584620E+02    0.2334584620E+02
 260.00 265.00   0.75   0.88    0.1633807830E+03    0.1633807830E+03
 265.00 270.00   0.75   0.88    0.4301146240E+03    0.4301146240E+03
 270.00 275.00   0.75   0.88    0.4107786560E+03    0.4107786560E+03
 275.00 280.00   0.75   0.88    0.1633807830E+03    0.1633807830E+03
 280.00 285.00   0.75   0.88    0.2334584620E+02    0.2334584620E+02
 285.00 290.00   0.75   0.88    0.5834171770E+01    0.5834171770E+01
 290.00 295.00   0.75   0.88    0.9753555300E+01    0.9753555300E+01
 295.00 300.00   0.75   0.88    0.5793206210E+01    0.5793206210E+01
 300.00 305.00   0.75   0.88    0.8527571560E+00    0.8527571560E+00
 305.00 310.00   0.75   0.88    0.1755712930E+00    0.1755712930E+00
 310.00 315.00   0.75   0.88    0.9062473480E-01    0.9062473480E-01
 315.00 320.00   0.75   0.88    0.8782457560E-01    0.8782457560E-01
 320.00 325.00   0.75   0.88    0.1755713520E+00    0.1755713520E+00
 325.00 330.00   0.75   0.88    0.8527569170E+00    0.8527569170E+00
 330.00 335.00   0.75   0.88    0.5793205260E+01    0.5793205260E+01
 335.00 340.00   0.75   0.88    0.9753555300E+01    0.9753555300E+01
 340.00 345.00   0.75   0.88    0.5834171770E+01    0.5834171770E+01
 345.00 350.00   0.75   0.88    0.2334585190E+02    0.2334585190E+02
 350.00 355.00   0.75   0.88    0.1633808140E+03    0.1633808140E+03
 355.00 360.00   0.75   0.88    0.4107786870E+03    0.4107786870E+03
   0.00   5.00   0.88   1.00    0.3330044860E+03    0.3330044860E+03
   5.00  10.00   0.88   1.00    0.1020963590E+03    0.1020963590E+03
  10.00  15.00   0.88   1.00    0.6104770660E+01    0.6104770660E+01
  15.00  20.00   0.88   1.00    0.1002536890E+01    0.1002536890E+01
  20.00  25.00   0.88   1.00    0.1187787180E+01    0.1187787180E+01
  25.00  30.00   0.88   1.00    0.2312012430E+01    0.2312012430E+01
  30.00  35.00   0.88   1.00    0.3683133360E+01    0.3683133360E+01
  35.00  40.00   0.88   1.00    0.8845021720E+00    0.8845021720E+00
  40.00  45.00   0.88   1.00    0.1023530220E+00    0.1023530220E+00
  45.00  50.00   0.88   1.00    0.9639680390E-01    0.9639680390E-01
  50.00  55.00   0.88   1.00    0.8845022320E+00    0.8845022320E+00
  55.00  60.00   0.88   1.00    0.3683133360E+01    0.3683133360E+01
  60.00  65.00   0.88   1.00    0.2312012670E+01    0.2312012670E+01
  65.00  70.00   0.88   1.00    0.1187787060E+01    0.1187787060E+01
  70.00  75.00   0.88   1.00    0.1002536770E+01    0.1002536770E+01
  75.00  80.00   0.88   1.00    0.6104770660E+01    0.6104770660E+01
  80.00  85.00   0.88   1.00    0.1020963520E+03    0.1020963520E+03
  85.00  90.00   0.88   1.00    0.3170367740E+03    0.3170367740E+03
  90.00  95.00   0.88   1.00    0.3330044560E+03    0.3330044560E+03
  95.00 100.00   0.88   1.00    0.1020963520E+03    0.1020963520E+03
 100.00 105.00   0.88   1.00    0.6104770180E+01    0.6104770180E+01
 105.00 110.00   0.88   1.00    0.1002536650E+01    0.1002536650E+01
 110.00 115.00   0.88   1.00    0.1187786940E+01    0.1187786940E+01
 115.00 120.00   0.88   1.00    0.2312012910E+01    0.2312012910E+01
 120.00 125.00   0.88   1.00    0.3683133130E+01    0.3683133130E+01
 125.00 130.00   0.88   1.00    0.8845019940E+00    0.8845019940E+00
 130.00 135.00   0.88   1.00    0.1023529470E+00    0.1023529470E+00
 135.00 140.00   0.88   1.00    0.9639666230E-01    0.9639666230E-01
 140.00 145.00   0.88   1.00    0.8845019940E+00    0.8845019940E+00
 145.00 150.00   0.88   1.00    0.3683133130E+01    0.3683133130E+01
 150.00 155.00   0.88   1.00    0.2312012670E+01    0.2312012670E+01
 155.00 160.00   0.88   1.00    0.1187787060E+01    0.1187787060E+01
 160.00 165.00   0.88   1.00    0.1002536770E+01    0.1002536770E+01
 165.00 170.00   0.88   1.00    0.6104770660E+01    0.6104770660E+01
 170.00 175.00   0.88   1.00    0.1020963670E+03    0.1020963670E+03
 175.00 180.00   0.88   1.00    0.3170368040E+03    0.3170368040E+03
 180.00 185.00   0.88   1.00    0.3330044860E+03    0.3330044860E+03
 185.00 190.00   0.88   1.00    0.1020963590E+03    0.1020963590E+03
 190.00 195.00   0.88   1.00    0.6104769710E+01    0.6104769710E+01
 195.00 200.00   0.88   1.00    0.1002536650E+01    0.1002536650E+01
 200.00 205.00   0.88   1.00    0.1187786700E+01    0.1187786700E+01
 205.00 210.00   0.88   1.00    0.2312012910E+01    0.2312012910E+01
 210.00 215.00   0.88   1.00    0.3683132890E+01    0.3683132890E+01
 215.00 220.00   0.88   1.00    0.8845018150E+00    0.8845018150E+00
 220.00 225.00   0.88   1.00    0.9639659520E-01    0.9639659520E-01
 225.00 230.00   0.88   1.00    0.1023528200E+00    0.1023528200E+00
 230.00 235.00   0.88   1.00    0.8845017550E+00    0.8845017550E+00
 235.00 240.00   0.88   1.00    0.3683132890E+01    0.3683132890E+01
 240.00 245.00   0.88   1.00    0.2312012670E+01    0.2312012670E+01
 245.00 250.00   0.88   1.00    0.1187786820E+01    0.1187786820E+01
 250.00 255.00   0.88   1.00    0.1002536650E+01    0.1002536650E+01
 255.00 260.00   0.88   1.00    0.6104770180E+01    0.6104770180E+01
 260.00 265.00   0.88   1.00    0.1020963520E+03    0.1020963520E+03
 265.00 270.00   0.88   1.00    0.3330044860E+03    0.3330044860E+03
 270.00 275.00   0.88   1.00    0.3170368040E+03    0.3170368040E+03
 275.00 280.00   0.88   1.00    0.1020963590E+03    0.1020963590E+03
 280.00 285.00   0.88   1.00    0.6104770660E+01    0.6104770660E+01
 285.00 290.00   0.88   1.00    0.1002536770E+01    0.1002536770E+01
 290.00 295.00   0.88   1.00    0.1187787060E+01    0.1187787060E+01
 295.00 300.00   0.88   1.00    0.2312012670E+01    0.2312012670E+01
 300.00 305.00   0.88   1.00    0.3683133360E+01    0.3683133360E+01
 305.00 310.00   0.88   1.00    0.8845019940E+00    0.8845019940E+00
 310.00 315.00   0.88   1.00    0.9639670700E-01    0.9639670700E-01
 315.00 320.00   0.88   1.00    0.1023529470E+00    0.1023529470E+00
 320.00 325.00   0.88   1.00    0.8845019340E+00    0.8845019340E+00
 325.00 330.00   0.88   1.00    0.3683133130E+01    0.3683133130E+01
 330.00 335.00   0.88   1.00    0.2312012670E+01    0.2312012670E+01
 335.00 340.00   0.88   1.00    0.1187786940E+01    0.1187786940E+01
 340.00 345.00   0.88   1.00    0.1002536650E+01    0.1002536650E+01
 345.00 350.00   0.88   1.00    0.6104770180E+01    0.6104770180E+01
 350.00 355.00   0.88   1.00    0.1020963590E+03    0.1020963590E+03
 355.00 360.00   0.88   1.00    0.3170367740E+03    0.3170367740E+03
   0.00   5.00   1.00   1.12    0.3067897340E+03    0.3067897340E+03
   5.00  10.00   1.00   1.12    0.8322625730E+02    0.8322625730E+02
  10.00  15.00   1.00   1.12    0.2388053890E+01    0.2388053890E+01
  15.00  20.00   1.00   1.12    0.8798043130E+00    0.8798043130E+00
  20.00  25.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
  25.00  30.00   1.00   1.12    0.3981011630E+01    0.3981011630E+01
  30.00  35.00   1.00   1.12    0.1768473270E+01    0.1768473270E+01
  35.00  40.00   1.00   1.12    0.6943305130E+00    0.6943305130E+00
  40.00  45.00   1.00   1.12    0.4739946130E+00    0.4739946130E+00
  45.00  50.00   1.00   1.12    0.4608645140E+00    0.4608645140E+00
  50.00  55.00   1.00   1.12    0.6943305730E+00    0.6943305730E+00
  55.00  60.00   1.00   1.12    0.1768473390E+01    0.1768473390E+01
  60.00  65.00   1.00   1.12    0.3981011390E+01    0.3981011390E+01
  65.00  70.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
  70.00  75.00   1.00   1.12    0.8798044320E+00    0.8798044320E+00
  75.00  80.00   1.00   1.12    0.2388053890E+01    0.2388053890E+01
  80.00  85.00   1.00   1.12    0.8322625730E+02    0.8322625730E+02
  85.00  90.00   1.00   1.12    0.2937371520E+03    0.2937371520E+03
  90.00  95.00   1.00   1.12    0.3067897340E+03    0.3067897340E+03
  95.00 100.00   1.00   1.12    0.8322625730E+02    0.8322625730E+02
 100.00 105.00   1.00   1.12    0.2388053660E+01    0.2388053660E+01
 105.00 110.00   1.00   1.12    0.8798042540E+00    0.8798042540E+00
 110.00 115.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
 115.00 120.00   1.00   1.12    0.3981011150E+01    0.3981011150E+01
 120.00 125.00   1.00   1.12    0.1768472910E+01    0.1768472910E+01
 125.00 130.00   1.00   1.12    0.6943301560E+00    0.6943301560E+00
 130.00 135.00   1.00   1.12    0.4739944340E+00    0.4739944340E+00
 135.00 140.00   1.00   1.12    0.4608644550E+00    0.4608644550E+00
 140.00 145.00   1.00   1.12    0.6943305730E+00    0.6943305730E+00
 145.00 150.00   1.00   1.12    0.1768473270E+01    0.1768473270E+01
 150.00 155.00   1.00   1.12    0.3981011870E+01    0.3981011870E+01
 155.00 160.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
 160.00 165.00   1.00   1.12    0.8798043730E+00    0.8798043730E+00
 165.00 170.00   1.00   1.12    0.2388054130E+01    0.2388054130E+01
 170.00 175.00   1.00   1.12    0.8322626500E+02    0.8322626500E+02
 175.00 180.00   1.00   1.12    0.2937371830E+03    0.2937371830E+03
 180.00 185.00   1.00   1.12    0.3067897640E+03    0.3067897640E+03
 185.00 190.00   1.00   1.12    0.8322626500E+02    0.8322626500E+02
 190.00 195.00   1.00   1.12    0.2388053890E+01    0.2388053890E+01
 195.00 200.00   1.00   1.12    0.8798041340E+00    0.8798041340E+00
 200.00 205.00   1.00   1.12    0.9757333400E+00    0.9757333400E+00
 205.00 210.00   1.00   1.12    0.3981011630E+01    0.3981011630E+01
 210.00 215.00   1.00   1.12    0.1768472910E+01    0.1768472910E+01
 215.00 220.00   1.00   1.12    0.6943302750E+00    0.6943302750E+00
 220.00 225.00   1.00   1.12    0.4608642160E+00    0.4608642160E+00
 225.00 230.00   1.00   1.12    0.4739943440E+00    0.4739943440E+00
 230.00 235.00   1.00   1.12    0.6943301560E+00    0.6943301560E+00
 235.00 240.00   1.00   1.12    0.1768472910E+01    0.1768472910E+01
 240.00 245.00   1.00   1.12    0.3981011150E+01    0.3981011150E+01
 245.00 250.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
 250.00 255.00   1.00   1.12    0.8798042540E+00    0.8798042540E+00
 255.00 260.00   1.00   1.12    0.2388053890E+01    0.2388053890E+01
 260.00 265.00   1.00   1.12    0.8322625730E+02    0.8322625730E+02
 265.00 270.00   1.00   1.12    0.3067897640E+03    0.3067897640E+03
 270.00 275.00   1.00   1.12    0.2937371830E+03    0.2937371830E+03
 275.00 280.00   1.00   1.12    0.8322626500E+02    0.8322626500E+02
 280.00 285.00   1.00   1.12    0.2388054130E+01    0.2388054130E+01
 285.00 290.00   1.00   1.12    0.8798043730E+00    0.8798043730E+00
 290.00 295.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
 295.00 300.00   1.00   1.12    0.3981011390E+01    0.3981011390E+01
 300.00 305.00   1.00   1.12    0.1768473270E+01    0.1768473270E+01
 305.00 310.00   1.00   1.12    0.6943305730E+00    0.6943305730E+00
 310.00 315.00   1.00   1.12    0.4608644250E+00    0.4608644250E+00
 315.00 320.00   1.00   1.12    0.4739944340E+00    0.4739944340E+00
 320.00 325.00   1.00   1.12    0.6943301560E+00    0.6943301560E+00
 325.00 330.00   1.00   1.12    0.1768472790E+01    0.1768472790E+01
 330.00 335.00   1.00   1.12    0.3981011390E+01    0.3981011390E+01
 335.00 340.00   1.00   1.12    0.9757334590E+00    0.9757334590E+00
 340.00 345.00   1.00   1.12    0.8798041340E+00    0.8798041340E+00
 345.00 350.00   1.00   1.12    0.2388053660E+01    0.2388053660E+01
 350.00 355.00   1.00   1.12    0.8322624970E+02    0.8322624970E+02
 355.00 360.00   1.00   1.12    0.2937371830E+03    0.2937371830E+03
   0.00   5.00   1.12   1.25    0.2536579440E+03    0.2536579440E+03
   5.00  10.00   1.12   1.25    0.5288545610E+02    0.5288545610E+02
  10.00  15.00   1.12   1.25    0.2807664280E+00    0.2807664280E+00
  15.00  20.00   1.12   1.25    0.6927066450E+00    0.6927066450E+00
  20.00  25.00   1.12   1.25    0.9997932910E+00    0.9997932910E+00
  25.00  30.00   1.12   1.25    0.1776173350E+01    0.1776173350E+01
  30.00  35.00   1.12   1.25    0.2720562520E+00    0.2720562520E+00
  35.00  40.00   1.12   1.25    0.2910297510E+00    0.2910297510E+00
  40.00  45.00   1.12   1.25    0.5193899270E+00    0.5193899270E+00
  45.00  50.00   1.12   1.25    0.5366118550E+00    0.5366118550E+00
  50.00  55.00   1.12   1.25    0.2910298410E+00    0.2910298410E+00
  55.00  60.00   1.12   1.25    0.2720561920E+00    0.2720561920E+00
  60.00  65.00   1.12   1.25    0.1776173230E+01    0.1776173230E+01
  65.00  70.00   1.12   1.25    0.9997931720E+00    0.9997931720E+00
  70.00  75.00   1.12   1.25    0.6927067040E+00    0.6927067040E+00
  75.00  80.00   1.12   1.25    0.2807664570E+00    0.2807664570E+00
  80.00  85.00   1.12   1.25    0.5288545610E+02    0.5288545610E+02
  85.00  90.00   1.12   1.25    0.2421491700E+03    0.2421491700E+03
  90.00  95.00   1.12   1.25    0.2536579440E+03    0.2536579440E+03
  95.00 100.00   1.12   1.25    0.5288545230E+02    0.5288545230E+02
 100.00 105.00   1.12   1.25    0.2807665170E+00    0.2807665170E+00
 105.00 110.00   1.12   1.25    0.6927064660E+00    0.6927064660E+00
 110.00 115.00   1.12   1.25    0.9997932310E+00    0.9997932310E+00
 115.00 120.00   1.12   1.25    0.1776172880E+01    0.1776172880E+01
 120.00 125.00   1.12   1.25    0.2720561330E+00    0.2720561330E+00
 125.00 130.00   1.12   1.25    0.2910296320E+00    0.2910296320E+00
 130.00 135.00   1.12   1.25    0.5193898080E+00    0.5193898080E+00
 135.00 140.00   1.12   1.25    0.5366117950E+00    0.5366117950E+00
 140.00 145.00   1.12   1.25    0.2910298110E+00    0.2910298110E+00
 145.00 150.00   1.12   1.25    0.2720562520E+00    0.2720562520E+00
 150.00 155.00   1.12   1.25    0.1776173350E+01    0.1776173350E+01
 155.00 160.00   1.12   1.25    0.9997932310E+00    0.9997932310E+00
 160.00 165.00   1.12   1.25    0.6927067040E+00    0.6927067040E+00
 165.00 170.00   1.12   1.25    0.2807665170E+00    0.2807665170E+00
 170.00 175.00   1.12   1.25    0.5288546370E+02    0.5288546370E+02
 175.00 180.00   1.12   1.25    0.2421492160E+03    0.2421492160E+03
 180.00 185.00   1.12   1.25    0.2536579900E+03    0.2536579900E+03
 185.00 190.00   1.12   1.25    0.5288545990E+02    0.5288545990E+02
 190.00 195.00   1.12   1.25    0.2807664870E+00    0.2807664870E+00
 195.00 200.00   1.12   1.25    0.6927065250E+00    0.6927065250E+00
 200.00 205.00   1.12   1.25    0.9997932310E+00    0.9997932310E+00
 205.00 210.00   1.12   1.25    0.1776172880E+01    0.1776172880E+01
 210.00 215.00   1.12   1.25    0.2720561620E+00    0.2720561620E+00
 215.00 220.00   1.12   1.25    0.2910296320E+00    0.2910296320E+00
 220.00 225.00   1.12   1.25    0.5366117360E+00    0.5366117360E+00
 225.00 230.00   1.12   1.25    0.5193898080E+00    0.5193898080E+00
 230.00 235.00   1.12   1.25    0.2910296320E+00    0.2910296320E+00
 235.00 240.00   1.12   1.25    0.2720561330E+00    0.2720561330E+00
 240.00 245.00   1.12   1.25    0.1776173000E+01    0.1776173000E+01
 245.00 250.00   1.12   1.25    0.9997932910E+00    0.9997932910E+00
 250.00 255.00   1.12   1.25    0.6927065250E+00    0.6927065250E+00
 255.00 260.00   1.12   1.25    0.2807665170E+00    0.2807665170E+00
 260.00 265.00   1.12   1.25    0.5288545990E+02    0.5288545990E+02
 265.00 270.00   1.12   1.25    0.2536579740E+03    0.2536579740E+03
 270.00 275.00   1.12   1.25    0.2421492000E+03    0.2421492000E+03
 275.00 280.00   1.12   1.25    0.5288545990E+02    0.5288545990E+02
 280.00 285.00   1.12   1.25    0.2807664570E+00    0.2807664570E+00
 285.00 290.00   1.12   1.25    0.6927066450E+00    0.6927066450E+00
 290.00 295.00   1.12   1.25    0.9997932310E+00    0.9997932310E+00
 295.00 300.00   1.12   1.25    0.1776173350E+01    0.1776173350E+01
 300.00 305.00   1.12   1.25    0.2720561920E+00    0.2720561920E+00
 305.00 310.00   1.12   1.25    0.2910298710E+00    0.2910298710E+00
 310.00 315.00   1.12   1.25    0.5366118550E+00    0.5366118550E+00
 315.00 320.00   1.12   1.25    0.5193898080E+00    0.5193898080E+00
 320.00 325.00   1.12   1.25    0.2910296320E+00    0.2910296320E+00
 325.00 330.00   1.12   1.25    0.2720561620E+00    0.2720561620E+00
 330.00 335.00   1.12   1.25    0.1776173000E+01    0.1776173000E+01
 335.00 340.00   1.12   1.25    0.9997932310E+00    0.9997932310E+00
 340.00 345.00   1.12   1.25    0.6927064660E+00    0.6927064660E+00
 345.00 350.00   1.12   1.25    0.2807664280E+00    0.2807664280E+00
 350.00 355.00   1.12   1.25    0.5288545230E+02    0.5288545230E+02
 355.00 360.00   1.12   1.25    0.2421491700E+03    0.2421491700E+03
   0.00   5.00   1.25   1.38    0.2225987700E+03    0.2225987700E+03
   5.00  10.00   1.25   1.38    0.4060206990E+02    0.4060206990E+02
  10.00  15.00   1.25   1.38    0.5671368840E+00    0.5671368840E+00
  15.00  20.00   1.25   1.38    0.1254718010E+00    0.1254718010E+00
  20.00  25.00   1.25   1.38    0.3431018830E+01    0.3431018830E+01
  25.00  30.00   1.25   1.38    0.1434199450E+01    0.1434199450E+01
  30.00  35.00   1.25   1.38    0.1399738040E+00    0.1399738040E+00
  35.00  40.00   1.25   1.38    0.2069607820E+00    0.2069607820E+00
  40.00  45.00   1.25   1.38    0.5671802760E+00    0.5671802760E+00
  45.00  50.00   1.25   1.38    0.5913943650E+00    0.5913943650E+00
  50.00  55.00   1.25   1.38    0.2069608570E+00    0.2069608570E+00
  55.00  60.00   1.25   1.38    0.1399738190E+00    0.1399738190E+00
  60.00  65.00   1.25   1.38    0.1434199570E+01    0.1434199570E+01
  65.00  70.00   1.25   1.38    0.3431019070E+01    0.3431019070E+01
  70.00  75.00   1.25   1.38    0.1254718010E+00    0.1254718010E+00
  75.00  80.00   1.25   1.38    0.5671369430E+00    0.5671369430E+00
  80.00  85.00   1.25   1.38    0.4060206600E+02    0.4060206600E+02
  85.00  90.00   1.25   1.38    0.2120940250E+03    0.2120940250E+03
  90.00  95.00   1.25   1.38    0.2225987700E+03    0.2225987700E+03
  95.00 100.00   1.25   1.38    0.4060206220E+02    0.4060206220E+02
 100.00 105.00   1.25   1.38    0.5671370630E+00    0.5671370630E+00
 105.00 110.00   1.25   1.38    0.1254717560E+00    0.1254717560E+00
 110.00 115.00   1.25   1.38    0.3431018830E+01    0.3431018830E+01
 115.00 120.00   1.25   1.38    0.1434199090E+01    0.1434199090E+01
 120.00 125.00   1.25   1.38    0.1399736850E+00    0.1399736850E+00
 125.00 130.00   1.25   1.38    0.2069607680E+00    0.2069607680E+00
 130.00 135.00   1.25   1.38    0.5671802160E+00    0.5671802160E+00
 135.00 140.00   1.25   1.38    0.5913943650E+00    0.5913943650E+00
 140.00 145.00   1.25   1.38    0.2069608720E+00    0.2069608720E+00
 145.00 150.00   1.25   1.38    0.1399738790E+00    0.1399738790E+00
 150.00 155.00   1.25   1.38    0.1434199570E+01    0.1434199570E+01
 155.00 160.00   1.25   1.38    0.3431019310E+01    0.3431019310E+01
 160.00 165.00   1.25   1.38    0.1254718150E+00    0.1254718150E+00
 165.00 170.00   1.25   1.38    0.5671370030E+00    0.5671370030E+00
 170.00 175.00   1.25   1.38    0.4060207750E+02    0.4060207750E+02
 175.00 180.00   1.25   1.38    0.2120940700E+03    0.2120940700E+03
 180.00 185.00   1.25   1.38    0.2225988160E+03    0.2225988160E+03
 185.00 190.00   1.25   1.38    0.4060207370E+02    0.4060207370E+02
 190.00 195.00   1.25   1.38    0.5671371820E+00    0.5671371820E+00
 195.00 200.00   1.25   1.38    0.1254717860E+00    0.1254717860E+00
 200.00 205.00   1.25   1.38    0.3431019070E+01    0.3431019070E+01
 205.00 210.00   1.25   1.38    0.1434199090E+01    0.1434199090E+01
 210.00 215.00   1.25   1.38    0.1399737450E+00    0.1399737450E+00
 215.00 220.00   1.25   1.38    0.2069608270E+00    0.2069608270E+00
 220.00 225.00   1.25   1.38    0.5913944240E+00    0.5913944240E+00
 225.00 230.00   1.25   1.38    0.5671802160E+00    0.5671802160E+00
 230.00 235.00   1.25   1.38    0.2069608270E+00    0.2069608270E+00
 235.00 240.00   1.25   1.38    0.1399737450E+00    0.1399737450E+00
 240.00 245.00   1.25   1.38    0.1434199330E+01    0.1434199330E+01
 245.00 250.00   1.25   1.38    0.3431019310E+01    0.3431019310E+01
 250.00 255.00   1.25   1.38    0.1254717710E+00    0.1254717710E+00
 255.00 260.00   1.25   1.38    0.5671371220E+00    0.5671371220E+00
 260.00 265.00   1.25   1.38    0.4060206990E+02    0.4060206990E+02
 265.00 270.00   1.25   1.38    0.2225988160E+03    0.2225988160E+03
 270.00 275.00   1.25   1.38    0.2120940700E+03    0.2120940700E+03
 275.00 280.00   1.25   1.38    0.4060207370E+02    0.4060207370E+02
 280.00 285.00   1.25   1.38    0.5671369430E+00    0.5671369430E+00
 285.00 290.00   1.25   1.38    0.1254718010E+00    0.1254718010E+00
 290.00 295.00   1.25   1.38    0.3431019540E+01    0.3431019540E+01
 295.00 300.00   1.25   1.38    0.1434199810E+01    0.1434199810E+01
 300.00 305.00   1.25   1.38    0.1399738940E+00    0.1399738940E+00
 305.00 310.00   1.25   1.38    0.2069608720E+00    0.2069608720E+00
 310.00 315.00   1.25   1.38    0.5913944240E+00    0.5913944240E+00
 315.00 320.00   1.25   1.38    0.5671803360E+00    0.5671803360E+00
 320.00 325.00   1.25   1.38    0.2069607380E+00    0.2069607380E+00
 325.00 330.00   1.25   1.38    0.1399736700E+00    0.1399736700E+00
 330.00 335.00   1.25   1.38    0.1434199090E+01    0.1434199090E+01
 335.00 340.00   1.25   1.38    0.3431018590E+01    0.3431018590E+01
 340.00 345.00   1.25   1.38    0.1254717860E+00    0.1254717860E+00
 345.00 350.00   1.25   1.38    0.5671371220E+00    0.5671371220E+00
 350.00 355.00   1.25   1.38    0.4060206600E+02    0.4060206600E+02
 355.00 360.00   1.25   1.38    0.2120940250E+03    0.2120940250E+03
   0.00   5.00   1.38   1.50    0.1956316220E+03    0.1956316220E+03
   5.00  10.00   1.38   1.50    0.2251325800E+02    0.2251325800E+02
  10.00  15.00   1.38   1.50    0.7193302510E+00    0.7193302510E+00
  15.00  20.00   1.38   1.50    0.4115154450E+00    0.4115154450E+00
  20.00  25.00   1.38   1.50    0.3257688520E+01    0.3257688520E+01
  25.00  30.00   1.38   1.50    0.5094390510E+00    0.5094390510E+00
  30.00  35.00   1.38   1.50    0.3000983600E+00    0.3000983600E+00
  35.00  40.00   1.38   1.50    0.2496750210E+00    0.2496750210E+00
  40.00  45.00   1.38   1.50    0.8202669770E-01    0.8202669770E-01
  45.00  50.00   1.38   1.50    0.7631170000E-01    0.7631170000E-01
  50.00  55.00   1.38   1.50    0.2496750210E+00    0.2496750210E+00
  55.00  60.00   1.38   1.50    0.3000983000E+00    0.3000983000E+00
  60.00  65.00   1.38   1.50    0.5094391110E+00    0.5094391110E+00
  65.00  70.00   1.38   1.50    0.3257688760E+01    0.3257688760E+01
  70.00  75.00   1.38   1.50    0.4115154740E+00    0.4115154740E+00
  75.00  80.00   1.38   1.50    0.7193301920E+00    0.7193301920E+00
  80.00  85.00   1.38   1.50    0.2251325800E+02    0.2251325800E+02
  85.00  90.00   1.38   1.50    0.1848375400E+03    0.1848375400E+03
  90.00  95.00   1.38   1.50    0.1956316220E+03    0.1956316220E+03
  95.00 100.00   1.38   1.50    0.2251325800E+02    0.2251325800E+02
 100.00 105.00   1.38   1.50    0.7193303110E+00    0.7193303110E+00
 105.00 110.00   1.38   1.50    0.4115154450E+00    0.4115154450E+00
 110.00 115.00   1.38   1.50    0.3257688280E+01    0.3257688280E+01
 115.00 120.00   1.38   1.50    0.5094387530E+00    0.5094387530E+00
 120.00 125.00   1.38   1.50    0.3000982400E+00    0.3000982400E+00
 125.00 130.00   1.38   1.50    0.2496749760E+00    0.2496749760E+00
 130.00 135.00   1.38   1.50    0.8202669770E-01    0.8202669770E-01
 135.00 140.00   1.38   1.50    0.7631174470E-01    0.7631174470E-01
 140.00 145.00   1.38   1.50    0.2496751100E+00    0.2496751100E+00
 145.00 150.00   1.38   1.50    0.3000983890E+00    0.3000983890E+00
 150.00 155.00   1.38   1.50    0.5094392900E+00    0.5094392900E+00
 155.00 160.00   1.38   1.50    0.3257689000E+01    0.3257689000E+01
 160.00 165.00   1.38   1.50    0.4115154740E+00    0.4115154740E+00
 165.00 170.00   1.38   1.50    0.7193301920E+00    0.7193301920E+00
 170.00 175.00   1.38   1.50    0.2251325990E+02    0.2251325990E+02
 175.00 180.00   1.38   1.50    0.1848375700E+03    0.1848375700E+03
 180.00 185.00   1.38   1.50    0.1956316530E+03    0.1956316530E+03
 185.00 190.00   1.38   1.50    0.2251325990E+02    0.2251325990E+02
 190.00 195.00   1.38   1.50    0.7193303700E+00    0.7193303700E+00
 195.00 200.00   1.38   1.50    0.4115154150E+00    0.4115154150E+00
 200.00 205.00   1.38   1.50    0.3257688520E+01    0.3257688520E+01
 205.00 210.00   1.38   1.50    0.5094390510E+00    0.5094390510E+00
 210.00 215.00   1.38   1.50    0.3000983000E+00    0.3000983000E+00
 215.00 220.00   1.38   1.50    0.2496751100E+00    0.2496751100E+00
 220.00 225.00   1.38   1.50    0.7631175970E-01    0.7631175970E-01
 225.00 230.00   1.38   1.50    0.8202672750E-01    0.8202672750E-01
 230.00 235.00   1.38   1.50    0.2496750350E+00    0.2496750350E+00
 235.00 240.00   1.38   1.50    0.3000983000E+00    0.3000983000E+00
 240.00 245.00   1.38   1.50    0.5094389320E+00    0.5094389320E+00
 245.00 250.00   1.38   1.50    0.3257688520E+01    0.3257688520E+01
 250.00 255.00   1.38   1.50    0.4115155040E+00    0.4115155040E+00
